epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,6027.22,1.09013,0.72599,0.00532,0.88866,0.83506,0.92229,0.75915,0.85128,0.62135,0.00858,0.000419641,0.000419641,0.000419641
46,6106.52,1.09821,0.72645,0.00536,0.8716,0.85388,0.92373,0.75852,0.85231,0.61816,0.00859,0.000403928,0.000403928,0.000403928
47,6192.19,1.08261,0.71826,0.00533,0.87384,0.86083,0.92388,0.76149,0.84623,0.61012,0.00858,0.000388215,0.000388215,0.000388215
48,6272.99,1.06381,0.71001,0.00534,0.88342,0.85702,0.92514,0.76111,0.84564,0.61007,0.00853,0.000372502,0.000372502,0.000372502
49,6360.89,1.07744,0.71535,0.00525,0.89851,0.8489,0.92699,0.76434,0.84289,0.60451,0.0085,0.00035679,0.00035679,0.00035679
50,6501.36,1.07312,0.70446,0.00519,0.88117,0.86844,0.92828,0.7702,0.83089,0.59432,0.00829,0.000341077,0.000341077,0.000341077
51,6656.01,1.06457,0.70074,0.00509,0.90985,0.84123,0.93046,0.77162,0.82885,0.59209,0.00835,0.000325364,0.000325364,0.000325364
52,6815.55,1.06648,0.70147,0.0052,0.88452,0.86327,0.92867,0.77198,0.8262,0.59743,0.00829,0.000309652,0.000309652,0.000309652
53,6985.51,1.06597,0.69468,0.0051,0.88811,0.87054,0.93011,0.7716,0.82959,0.59644,0.0083,0.000293939,0.000293939,0.000293939
54,7134.22,1.05202,0.68921,0.00508,0.90412,0.85508,0.93145,0.77372,0.82693,0.58604,0.0083,0.000278226,0.000278226,0.000278226
55,7231.09,1.04901,0.68807,0.00506,0.88835,0.87234,0.93033,0.77276,0.82309,0.59227,0.00819,0.000262513,0.000262513,0.000262513
56,7323.98,1.04621,0.68242,0.00501,0.89119,0.86708,0.93219,0.7752,0.82309,0.58767,0.00816,0.000246801,0.000246801,0.000246801
57,7466.17,1.04125,0.6796,0.00502,0.90128,0.86414,0.93434,0.78047,0.81702,0.58112,0.00814,0.000231088,0.000231088,0.000231088
58,7621.21,1.03606,0.67691,0.00504,0.90949,0.85956,0.93443,0.78006,0.81815,0.57823,0.00813,0.000215375,0.000215375,0.000215375
59,7780.9,1.032,0.66833,0.00495,0.89271,0.87018,0.93411,0.77683,0.81764,0.58282,0.00811,0.000199663,0.000199663,0.000199663
60,7914.3,1.02736,0.66335,0.00493,0.89383,0.85883,0.93209,0.7785,0.81078,0.58422,0.00805,0.00018395,0.00018395,0.00018395
61,8035.56,0.90671,0.55424,0.00468,0.89483,0.86945,0.93161,0.77629,0.82223,0.59009,0.00811,0.000168237,0.000168237,0.000168237
62,8127.07,0.89306,0.53351,0.0045,0.89398,0.87135,0.93463,0.78159,0.8175,0.57218,0.00811,0.000152524,0.000152524,0.000152524
63,8219.35,0.88685,0.5285,0.00451,0.90559,0.87179,0.93636,0.78407,0.81093,0.56788,0.00796,0.000136812,0.000136812,0.000136812
64,8300.96,0.88163,0.52792,0.00443,0.91657,0.86963,0.93848,0.78651,0.80875,0.55861,0.00792,0.000121099,0.000121099,0.000121099
65,8387.4,0.86667,0.51262,0.00441,0.90521,0.87756,0.93733,0.78736,0.80659,0.5581,0.00786,0.000105386,0.000105386,0.000105386
66,8479.09,0.86693,0.50949,0.00429,0.90718,0.87678,0.93659,0.78674,0.80913,0.5599,0.00792,8.96736e-05,8.96736e-05,8.96736e-05
67,8576.71,0.87014,0.51415,0.00433,0.90663,0.87642,0.93697,0.78856,0.80278,0.56564,0.00775,7.39609e-05,7.39609e-05,7.39609e-05
68,8667.97,0.85548,0.50702,0.00422,0.90232,0.8764,0.93714,0.78951,0.801,0.55171,0.00785,5.82481e-05,5.82481e-05,5.82481e-05
69,8752.23,0.86056,0.50972,0.00424,0.91784,0.87065,0.93827,0.78982,0.80143,0.55076,0.0078,4.25354e-05,4.25354e-05,4.25354e-05
70,8830.12,0.86442,0.51323,0.0042,0.91358,0.87293,0.93798,0.79088,0.79983,0.55372,0.00777,2.68227e-05,2.68227e-05,2.68227e-05
