epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,910.351,0.80221,0.71247,0.01495,0.90347,0.83371,0.89666,0.72401,0.78155,0.64143,0.02252,0.00103344,0.00103344,0.00103344
16,945.002,0.77627,0.70177,0.01476,0.91707,0.82613,0.906,0.73673,0.76404,0.59942,0.02147,0.00101797,0.00101797,0.00101797
17,972.562,0.76605,0.67467,0.01441,0.8505,0.83543,0.8934,0.70628,0.84428,0.68793,0.02534,0.0010025,0.0010025,0.0010025
18,1030.8,0.77107,0.6503,0.01437,0.88485,0.875,0.92794,0.75098,0.76185,0.54678,0.02176,0.000987031,0.000987031,0.000987031
19,1095.22,0.7473,0.59148,0.01416,0.91508,0.8649,0.92974,0.754,0.73598,0.53673,0.02056,0.000971562,0.000971562,0.000971562
20,1159.36,0.76781,0.61903,0.01434,0.91857,0.87188,0.92002,0.76982,0.71097,0.57505,0.01958,0.000956094,0.000956094,0.000956094
21,1223.8,0.74249,0.57519,0.01394,0.90009,0.85864,0.91696,0.72187,0.82743,0.59356,0.02395,0.000940625,0.000940625,0.000940625
22,1287.24,0.72893,0.59023,0.0139,0.92782,0.86417,0.92834,0.76117,0.72322,0.52136,0.01988,0.000925156,0.000925156,0.000925156
23,1351.47,0.73433,0.55823,0.01343,0.90678,0.86544,0.92694,0.73953,0.78655,0.54407,0.02214,0.000909688,0.000909688,0.000909688
24,1417.54,0.75127,0.56993,0.014,0.89615,0.88019,0.92624,0.75205,0.74301,0.55831,0.02128,0.000894219,0.000894219,0.000894219
25,2411.85,0.73666,0.56049,0.01383,0.91428,0.87867,0.92367,0.75535,0.72412,0.53529,0.02038,0.00087875,0.00087875,0.00087875
26,2439.44,0.7366,0.57763,0.01369,0.90759,0.87541,0.9305,0.75737,0.73941,0.52691,0.02046,0.000863281,0.000863281,0.000863281
27,2466.65,0.70401,0.53634,0.01301,0.92465,0.85988,0.92355,0.74949,0.78745,0.55395,0.02242,0.000847813,0.000847813,0.000847813
28,2493.97,0.7124,0.51839,0.01328,0.91525,0.86754,0.92592,0.76209,0.74151,0.56948,0.02094,0.000832344,0.000832344,0.000832344
29,2521.39,0.69535,0.51322,0.01306,0.91166,0.87514,0.91819,0.75914,0.72455,0.55583,0.02009,0.000816875,0.000816875,0.000816875
30,2549.78,0.69888,0.53346,0.01302,0.91352,0.8559,0.9251,0.76664,0.7027,0.54411,0.01953,0.000801406,0.000801406,0.000801406
31,2578.25,0.69426,0.53451,0.01297,0.93311,0.86065,0.93166,0.76535,0.71873,0.53179,0.02003,0.000785938,0.000785938,0.000785938
32,2606.98,0.68662,0.51132,0.01284,0.91237,0.87782,0.92592,0.75444,0.73515,0.54679,0.02088,0.000770469,0.000770469,0.000770469
33,2635.86,0.68361,0.50685,0.0128,0.92057,0.86518,0.9286,0.76445,0.7087,0.52974,0.01952,0.000755,0.000755,0.000755
34,2664.43,0.69197,0.49898,0.01297,0.89526,0.90729,0.92926,0.7649,0.70201,0.48125,0.01957,0.000739531,0.000739531,0.000739531
35,2692.85,0.66379,0.48318,0.01229,0.91321,0.86735,0.92483,0.75958,0.72358,0.53706,0.02048,0.000724062,0.000724062,0.000724062
36,2721.69,0.67201,0.50046,0.01249,0.90855,0.88962,0.93236,0.78716,0.66849,0.53264,0.01847,0.000708594,0.000708594,0.000708594
37,2750.25,0.67165,0.47915,0.01268,0.91085,0.87938,0.93331,0.76612,0.72025,0.5467,0.0203,0.000693125,0.000693125,0.000693125
38,2779.16,0.67303,0.46911,0.01247,0.92717,0.8619,0.9252,0.758,0.73004,0.55495,0.02066,0.000677656,0.000677656,0.000677656
39,2807.57,0.65451,0.47345,0.01208,0.9105,0.89461,0.92967,0.77536,0.67132,0.50225,0.0182,0.000662188,0.000662188,0.000662188
40,2836.54,0.6498,0.45236,0.0118,0.89679,0.90556,0.93456,0.78274,0.68597,0.51185,0.01872,0.000646719,0.000646719,0.000646719
41,2865.21,0.63276,0.43606,0.01154,0.92215,0.88141,0.92621,0.77476,0.68899,0.51973,0.0191,0.00063125,0.00063125,0.00063125
42,2893.87,0.63675,0.44691,0.01167,0.89816,0.8892,0.93729,0.78221,0.6916,0.50183,0.01919,0.000615781,0.000615781,0.000615781
43,2922.7,0.6285,0.4368,0.0114,0.94468,0.87327,0.93126,0.77846,0.66739,0.52094,0.01837,0.000600313,0.000600313,0.000600313
44,2951.17,0.63278,0.42728,0.01166,0.90439,0.9037,0.92969,0.78031,0.69546,0.52291,0.01896,0.000584844,0.000584844,0.000584844
45,2979.67,0.61915,0.42428,0.01137,0.90775,0.88729,0.93391,0.78879,0.66125,0.50918,0.01804,0.000569375,0.000569375,0.000569375
46,3008.05,0.63315,0.42746,0.01139,0.90385,0.87732,0.93992,0.79184,0.67409,0.49826,0.01842,0.000553906,0.000553906,0.000553906
47,3036.65,0.61562,0.40691,0.01122,0.92466,0.88611,0.93476,0.79648,0.66407,0.51453,0.01803,0.000538438,0.000538438,0.000538438
48,3065.23,0.61865,0.40571,0.01112,0.93052,0.90013,0.93555,0.79439,0.66282,0.49532,0.0179,0.000522969,0.000522969,0.000522969
49,3094.13,0.61024,0.40474,0.01116,0.94179,0.87496,0.93278,0.79275,0.65255,0.51004,0.01765,0.0005075,0.0005075,0.0005075
50,3122.63,0.5933,0.39737,0.01059,0.94544,0.88563,0.94072,0.79245,0.66498,0.50304,0.01805,0.000492031,0.000492031,0.000492031
51,3151.05,0.5853,0.37348,0.01069,0.93206,0.90996,0.9384,0.78566,0.67481,0.48721,0.01841,0.000476562,0.000476562,0.000476562
52,3179.8,0.59601,0.38175,0.0108,0.92271,0.89664,0.91671,0.77818,0.67322,0.54367,0.01831,0.000461094,0.000461094,0.000461094
53,3208.52,0.59434,0.37582,0.01068,0.92567,0.90893,0.93634,0.78994,0.67793,0.50494,0.01817,0.000445625,0.000445625,0.000445625
54,3237.14,0.59231,0.39756,0.01072,0.94263,0.88421,0.93081,0.78934,0.65449,0.50985,0.01752,0.000430156,0.000430156,0.000430156
55,3265.82,0.59817,0.38891,0.0108,0.93015,0.90885,0.93983,0.7984,0.64515,0.49143,0.0173,0.000414688,0.000414688,0.000414688
56,3294.23,0.56598,0.36539,0.01032,0.94724,0.90461,0.94064,0.79729,0.6527,0.47781,0.01739,0.000399219,0.000399219,0.000399219
57,3323.28,0.58513,0.37414,0.01054,0.93036,0.89743,0.93468,0.79367,0.65608,0.51131,0.01761,0.00038375,0.00038375,0.00038375
58,3351.81,0.55846,0.37478,0.0101,0.94628,0.90602,0.93959,0.79936,0.65353,0.4642,0.01743,0.000368281,0.000368281,0.000368281
59,3380.56,0.56451,0.34721,0.01051,0.95134,0.8809,0.93603,0.79348,0.65249,0.49451,0.01752,0.000352812,0.000352812,0.000352812
60,3409,0.57438,0.36646,0.01039,0.9406,0.90753,0.93845,0.79664,0.648,0.48004,0.01732,0.000337344,0.000337344,0.000337344
61,3437.59,0.55483,0.3667,0.01001,0.93341,0.91487,0.94044,0.79925,0.6558,0.46873,0.01762,0.000321875,0.000321875,0.000321875
62,3466.11,0.55436,0.35522,0.01024,0.92281,0.91532,0.93779,0.79958,0.64196,0.46028,0.01715,0.000306406,0.000306406,0.000306406
63,3494.73,0.56273,0.35588,0.01008,0.92497,0.93139,0.94217,0.80694,0.63409,0.45667,0.01694,0.000290937,0.000290937,0.000290937
64,3523.46,0.55371,0.35365,0.00984,0.95248,0.90267,0.94944,0.80289,0.64886,0.44601,0.01728,0.000275469,0.000275469,0.000275469
65,3552.12,0.5619,0.34717,0.01001,0.93796,0.90787,0.94869,0.80379,0.66015,0.4524,0.0175,0.00026,0.00026,0.00026
66,3580.92,0.54372,0.33214,0.00979,0.94108,0.90387,0.94949,0.80805,0.63993,0.46469,0.01696,0.000244531,0.000244531,0.000244531
67,3609.91,0.54018,0.33935,0.00994,0.92782,0.90922,0.94596,0.80945,0.64254,0.46132,0.017,0.000229063,0.000229063,0.000229063
68,3643.39,0.53459,0.33584,0.00966,0.93433,0.89587,0.94322,0.8067,0.63002,0.47711,0.01664,0.000213594,0.000213594,0.000213594
69,3672.23,0.53311,0.31998,0.00962,0.92874,0.91335,0.94335,0.80643,0.63896,0.46049,0.01686,0.000198125,0.000198125,0.000198125
70,3700.85,0.53481,0.32397,0.00953,0.93304,0.89671,0.94722,0.81032,0.64022,0.45831,0.01701,0.000182656,0.000182656,0.000182656
71,3754.8,0.44489,0.24712,0.01102,0.94368,0.89928,0.93772,0.79994,0.64645,0.49579,0.01719,0.000167188,0.000167188,0.000167188
72,3782.73,0.42221,0.2129,0.01027,0.93044,0.90855,0.94069,0.80085,0.63451,0.49189,0.01681,0.000151719,0.000151719,0.000151719
73,3810.94,0.41684,0.20653,0.01029,0.93762,0.91572,0.94416,0.80474,0.64475,0.46772,0.01712,0.00013625,0.00013625,0.00013625
74,3839.1,0.41199,0.20618,0.01003,0.93339,0.91257,0.94215,0.80728,0.63506,0.47093,0.01684,0.000120781,0.000120781,0.000120781
75,3867.06,0.40254,0.1957,0.00978,0.95115,0.91323,0.94604,0.80877,0.63594,0.45671,0.01677,0.000105312,0.000105312,0.000105312
76,3895.31,0.39633,0.20754,0.00938,0.93592,0.9151,0.94472,0.80797,0.64032,0.47391,0.01701,8.98437e-05,8.98437e-05,8.98437e-05
77,3923.66,0.39496,0.19502,0.00965,0.92576,0.9121,0.94398,0.8052,0.64379,0.47657,0.01703,7.4375e-05,7.4375e-05,7.4375e-05
78,4150.66,0.39527,0.18789,0.0096,0.92165,0.92278,0.94077,0.80301,0.63982,0.48112,0.01696,5.89062e-05,5.89062e-05,5.89062e-05
79,4177.83,0.39027,0.18264,0.00935,0.94357,0.90974,0.94503,0.80583,0.636,0.4701,0.01683,4.34375e-05,4.34375e-05,4.34375e-05
80,4205.49,0.38903,0.18967,0.00929,0.94526,0.9162,0.9464,0.80667,0.63848,0.46508,0.01694,2.79687e-05,2.79687e-05,2.79687e-05
