epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,76.443,0.70362,4.64729,0.01327,0.52657,0.5768,0.58739,0.48379,0.69855,3.55045,0.0198,0.000413333,0.000413333,0.000413333
2,110.128,0.79575,3.00991,0.01502,0.77795,0.73046,0.79737,0.65475,0.72586,2.07163,0.02071,0.000813566,0.000813566,0.000813566
3,166.133,0.8521,2.10257,0.01631,0.69682,0.68313,0.74798,0.55058,1.00637,1.15384,0.03133,0.0011973,0.0011973,0.0011973
4,206.848,0.86497,1.61077,0.0167,0.71893,0.64812,0.71076,0.53919,0.82888,1.10655,0.02408,0.00117575,0.00117575,0.00117575
5,281.691,0.84303,1.2695,0.01612,0.80663,0.76995,0.86198,0.69428,0.76096,0.79089,0.02174,0.001151,0.001151,0.001151
6,338.793,0.82849,1.07073,0.01562,0.83449,0.80123,0.8594,0.68557,0.7925,0.78318,0.02267,0.00112625,0.00112625,0.00112625
7,389.473,0.8152,0.95731,0.01543,0.75245,0.83859,0.87417,0.6922,0.82707,0.7309,0.02388,0.0011015,0.0011015,0.0011015
8,430.431,0.79983,0.88407,0.01522,0.84465,0.75722,0.85553,0.6758,0.80862,0.78853,0.02278,0.00107675,0.00107675,0.00107675
9,469.665,0.79675,0.82034,0.01496,0.85803,0.83359,0.88402,0.69324,0.81927,0.64201,0.0243,0.001052,0.001052,0.001052
10,512.304,0.825,0.8329,0.01573,0.82433,0.86709,0.89438,0.71318,0.81667,0.65019,0.02403,0.00102725,0.00102725,0.00102725
11,559.465,0.79606,0.77589,0.01506,0.83424,0.83771,0.87524,0.69879,0.77663,0.70912,0.02238,0.0010025,0.0010025,0.0010025
12,598.643,0.76563,0.73395,0.0147,0.85503,0.84068,0.89661,0.72567,0.75065,0.65195,0.02099,0.00097775,0.00097775,0.00097775
13,638.625,0.79311,0.72142,0.01465,0.91289,0.83351,0.91826,0.73742,0.75351,0.5882,0.02106,0.000953,0.000953,0.000953
14,679.359,0.77754,0.68427,0.01484,0.82021,0.83016,0.88326,0.7168,0.76912,0.65877,0.02216,0.00092825,0.00092825,0.00092825
15,722.131,0.78109,0.6935,0.01454,0.886,0.85759,0.901,0.73226,0.74919,0.59976,0.02124,0.0009035,0.0009035,0.0009035
16,765.588,0.74886,0.65473,0.01413,0.8996,0.8425,0.90696,0.73187,0.71726,0.59648,0.01963,0.00087875,0.00087875,0.00087875
17,812.342,0.73306,0.63441,0.01367,0.89209,0.8653,0.92384,0.75972,0.7579,0.56264,0.02127,0.000854,0.000854,0.000854
18,858.776,0.7382,0.61689,0.01363,0.89755,0.8733,0.92586,0.77117,0.7039,0.55143,0.0195,0.00082925,0.00082925,0.00082925
19,900.922,0.71585,0.58126,0.01359,0.86255,0.88777,0.9196,0.74693,0.74143,0.55852,0.02079,0.0008045,0.0008045,0.0008045
20,963.299,0.74397,0.59332,0.0138,0.89447,0.88784,0.93016,0.76752,0.72688,0.53468,0.02064,0.00077975,0.00077975,0.00077975
21,1025.54,0.7219,0.55196,0.01336,0.89565,0.89232,0.93188,0.7564,0.72431,0.54103,0.02034,0.000755,0.000755,0.000755
22,1084.54,0.71506,0.5666,0.0136,0.93715,0.87757,0.93242,0.75521,0.76656,0.53328,0.02184,0.00073025,0.00073025,0.00073025
23,1123.3,0.69304,0.53789,0.01257,0.91675,0.87048,0.93878,0.77819,0.70742,0.49167,0.01958,0.0007055,0.0007055,0.0007055
24,1178.9,0.6903,0.53884,0.01264,0.91762,0.89218,0.92875,0.76945,0.72247,0.51408,0.02005,0.00068075,0.00068075,0.00068075
25,1240.19,0.69229,0.5259,0.01287,0.92747,0.86503,0.92516,0.77318,0.7038,0.53772,0.01963,0.000656,0.000656,0.000656
26,1304.77,0.68758,0.51279,0.01257,0.91491,0.89352,0.9296,0.77189,0.70762,0.51704,0.01935,0.00063125,0.00063125,0.00063125
27,1352.04,0.67272,0.4948,0.01231,0.89392,0.88495,0.92045,0.76468,0.71761,0.55352,0.02036,0.0006065,0.0006065,0.0006065
28,1419.67,0.65389,0.47105,0.01207,0.9628,0.85926,0.93146,0.78935,0.66482,0.50029,0.01824,0.00058175,0.00058175,0.00058175
29,1476.98,0.66189,0.47483,0.01229,0.92725,0.91143,0.94518,0.79413,0.66599,0.45452,0.0182,0.000557,0.000557,0.000557
30,1541.39,0.65195,0.47752,0.01198,0.91572,0.9022,0.94079,0.78819,0.69043,0.48486,0.01889,0.00053225,0.00053225,0.00053225
31,1644.41,0.63144,0.45847,0.01163,0.91632,0.87922,0.93754,0.78932,0.6691,0.49388,0.0184,0.0005075,0.0005075,0.0005075
32,1729.41,0.63407,0.454,0.01166,0.90224,0.90459,0.93101,0.78417,0.67613,0.50043,0.0186,0.00048275,0.00048275,0.00048275
33,1766.78,0.6257,0.43745,0.01148,0.91336,0.91274,0.93839,0.79273,0.66908,0.48714,0.01805,0.000458,0.000458,0.000458
34,1807.14,0.62289,0.42672,0.01152,0.92734,0.89458,0.93975,0.78061,0.6965,0.49694,0.01928,0.00043325,0.00043325,0.00043325
35,1847.34,0.60627,0.42206,0.01108,0.93137,0.90853,0.94068,0.79019,0.6792,0.47135,0.01872,0.0004085,0.0004085,0.0004085
36,1887.74,0.61241,0.42342,0.01119,0.93818,0.89819,0.936,0.7901,0.67151,0.47648,0.01838,0.00038375,0.00038375,0.00038375
37,1951.29,0.59236,0.40904,0.01092,0.95206,0.87699,0.93877,0.8007,0.65149,0.48,0.01764,0.000359,0.000359,0.000359
38,1996.64,0.60386,0.41267,0.01109,0.94373,0.92039,0.94633,0.8027,0.65329,0.4523,0.01765,0.00033425,0.00033425,0.00033425
39,2056.9,0.58325,0.41171,0.01068,0.93745,0.91145,0.94236,0.8016,0.65108,0.46439,0.01747,0.0003095,0.0003095,0.0003095
40,2123.94,0.57762,0.39173,0.01037,0.93297,0.91615,0.94681,0.80572,0.64175,0.4555,0.01736,0.00028475,0.00028475,0.00028475
41,2218.81,0.50427,0.30985,0.01275,0.91103,0.89993,0.93447,0.79686,0.64521,0.4965,0.01739,0.00026,0.00026,0.00026
42,2267.03,0.46857,0.25405,0.01162,0.91458,0.91325,0.94101,0.80274,0.65059,0.4683,0.01754,0.00023525,0.00023525,0.00023525
43,2341.07,0.46497,0.25798,0.01136,0.93227,0.91458,0.94195,0.80736,0.63737,0.47313,0.01725,0.0002105,0.0002105,0.0002105
44,2392.45,0.45843,0.24622,0.01134,0.93311,0.91308,0.94558,0.80642,0.6542,0.47002,0.01777,0.00018575,0.00018575,0.00018575
